title,url,time_published,summary,source,overall_sentiment_score,overall_sentiment_label,type,topic,topic_relevance_score,ticker,ticker_sentiment_score,ticker_sentiment_label
BlackRock expands its tokenized money market fund to Polygon and other blockchains,https://www.cnbc.com/2024/11/13/blackrock-expands-tokenized-money-market-fund-to-polygon-other-blockchains.html,20241113T163452,BlackRock launched the USD Institutional Digital Liquidity Fund on Ethereum earlier this year.,CNBC,0.298251,Somewhat-Bullish,topic,Blockchain,0.576289,,,
BlackRock expands its tokenized money market fund to Polygon and other blockchains,https://www.cnbc.com/2024/11/13/blackrock-expands-tokenized-money-market-fund-to-polygon-other-blockchains.html,20241113T163452,BlackRock launched the USD Institutional Digital Liquidity Fund on Ethereum earlier this year.,CNBC,0.298251,Somewhat-Bullish,topic,Financial Markets,0.77141,,,
BlackRock expands its tokenized money market fund to Polygon and other blockchains,https://www.cnbc.com/2024/11/13/blackrock-expands-tokenized-money-market-fund-to-polygon-other-blockchains.html,20241113T163452,BlackRock launched the USD Institutional Digital Liquidity Fund on Ethereum earlier this year.,CNBC,0.298251,Somewhat-Bullish,ticker,,,COIN,-0.015656,Neutral
BlackRock expands its tokenized money market fund to Polygon and other blockchains,https://www.cnbc.com/2024/11/13/blackrock-expands-tokenized-money-market-fund-to-polygon-other-blockchains.html,20241113T163452,BlackRock launched the USD Institutional Digital Liquidity Fund on Ethereum earlier this year.,CNBC,0.298251,Somewhat-Bullish,ticker,,,FOREX:USD,0.269595,Somewhat-Bullish
BlackRock expands its tokenized money market fund to Polygon and other blockchains,https://www.cnbc.com/2024/11/13/blackrock-expands-tokenized-money-market-fund-to-polygon-other-blockchains.html,20241113T163452,BlackRock launched the USD Institutional Digital Liquidity Fund on Ethereum earlier this year.,CNBC,0.298251,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.437581,Bullish
BlackRock expands its tokenized money market fund to Polygon and other blockchains,https://www.cnbc.com/2024/11/13/blackrock-expands-tokenized-money-market-fund-to-polygon-other-blockchains.html,20241113T163452,BlackRock launched the USD Institutional Digital Liquidity Fund on Ethereum earlier this year.,CNBC,0.298251,Somewhat-Bullish,ticker,,,CRYPTO:ETH,0.106433,Neutral
Bitcoin Has Had a Lot of Good Days-It Just Had Its Best One Ever,https://decrypt.co/291289/bitcoin-best-day-ever-gains,20241112T161352,"In its surge to a new all-time high price near $90,000 on Monday, Bitcoin broke the record for the biggest single-day gains in U.S. dollars.",Decrypt.co,0.18253,Somewhat-Bullish,topic,Finance,1.0,,,
Bitcoin Has Had a Lot of Good Days-It Just Had Its Best One Ever,https://decrypt.co/291289/bitcoin-best-day-ever-gains,20241112T161352,"In its surge to a new all-time high price near $90,000 on Monday, Bitcoin broke the record for the biggest single-day gains in U.S. dollars.",Decrypt.co,0.18253,Somewhat-Bullish,topic,Blockchain,0.310843,,,
Bitcoin Has Had a Lot of Good Days-It Just Had Its Best One Ever,https://decrypt.co/291289/bitcoin-best-day-ever-gains,20241112T161352,"In its surge to a new all-time high price near $90,000 on Monday, Bitcoin broke the record for the biggest single-day gains in U.S. dollars.",Decrypt.co,0.18253,Somewhat-Bullish,ticker,,,COIN,0.058407,Neutral
Bitcoin Has Had a Lot of Good Days-It Just Had Its Best One Ever,https://decrypt.co/291289/bitcoin-best-day-ever-gains,20241112T161352,"In its surge to a new all-time high price near $90,000 on Monday, Bitcoin broke the record for the biggest single-day gains in U.S. dollars.",Decrypt.co,0.18253,Somewhat-Bullish,ticker,,,FOREX:USD,0.46551,Bullish
Bitcoin Has Had a Lot of Good Days-It Just Had Its Best One Ever,https://decrypt.co/291289/bitcoin-best-day-ever-gains,20241112T161352,"In its surge to a new all-time high price near $90,000 on Monday, Bitcoin broke the record for the biggest single-day gains in U.S. dollars.",Decrypt.co,0.18253,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.319745,Somewhat-Bullish
Unpacking Michael Saylor's Bitcoin Gold Rush,https://www.zacks.com/commentary/2368416/unpacking-michael-saylors-bitcoin-gold-rush,20241111T204500,"Michael Saylor has been spot on with his Bitcoin prediction (and backed it up with a monstrous bet). In a recent interview, he broke down his long-term bullish thesis for Bitcon.",Zacks Commentary,0.260816,Somewhat-Bullish,topic,Technology,0.5,,,
Unpacking Michael Saylor's Bitcoin Gold Rush,https://www.zacks.com/commentary/2368416/unpacking-michael-saylors-bitcoin-gold-rush,20241111T204500,"Michael Saylor has been spot on with his Bitcoin prediction (and backed it up with a monstrous bet). In a recent interview, he broke down his long-term bullish thesis for Bitcon.",Zacks Commentary,0.260816,Somewhat-Bullish,topic,Finance,0.5,,,
Unpacking Michael Saylor's Bitcoin Gold Rush,https://www.zacks.com/commentary/2368416/unpacking-michael-saylors-bitcoin-gold-rush,20241111T204500,"Michael Saylor has been spot on with his Bitcoin prediction (and backed it up with a monstrous bet). In a recent interview, he broke down his long-term bullish thesis for Bitcon.",Zacks Commentary,0.260816,Somewhat-Bullish,topic,Financial Markets,0.614606,,,
Unpacking Michael Saylor's Bitcoin Gold Rush,https://www.zacks.com/commentary/2368416/unpacking-michael-saylors-bitcoin-gold-rush,20241111T204500,"Michael Saylor has been spot on with his Bitcoin prediction (and backed it up with a monstrous bet). In a recent interview, he broke down his long-term bullish thesis for Bitcon.",Zacks Commentary,0.260816,Somewhat-Bullish,ticker,,,MSTR,0.592478,Bullish
Unpacking Michael Saylor's Bitcoin Gold Rush,https://www.zacks.com/commentary/2368416/unpacking-michael-saylors-bitcoin-gold-rush,20241111T204500,"Michael Saylor has been spot on with his Bitcoin prediction (and backed it up with a monstrous bet). In a recent interview, he broke down his long-term bullish thesis for Bitcon.",Zacks Commentary,0.260816,Somewhat-Bullish,ticker,,,COIN,0.157955,Somewhat-Bullish
Unpacking Michael Saylor's Bitcoin Gold Rush,https://www.zacks.com/commentary/2368416/unpacking-michael-saylors-bitcoin-gold-rush,20241111T204500,"Michael Saylor has been spot on with his Bitcoin prediction (and backed it up with a monstrous bet). In a recent interview, he broke down his long-term bullish thesis for Bitcon.",Zacks Commentary,0.260816,Somewhat-Bullish,ticker,,,FOREX:USD,-0.044433,Neutral
Unpacking Michael Saylor's Bitcoin Gold Rush,https://www.zacks.com/commentary/2368416/unpacking-michael-saylors-bitcoin-gold-rush,20241111T204500,"Michael Saylor has been spot on with his Bitcoin prediction (and backed it up with a monstrous bet). In a recent interview, he broke down his long-term bullish thesis for Bitcon.",Zacks Commentary,0.260816,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.450606,Bullish
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,topic,Technology,0.2,,,
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,topic,Finance,0.2,,,
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,topic,Blockchain,0.158519,,,
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,topic,Retail & Wholesale,0.2,,,
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,topic,Financial Markets,0.999999,,,
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,topic,Manufacturing,0.2,,,
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,topic,Earnings,0.310843,,,
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,topic,Real Estate & Construction,0.2,,,
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,GEO,0.095407,Neutral
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,CVS,0.0,Neutral
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,JCI,0.0,Neutral
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,BCS,0.177966,Somewhat-Bullish
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,TSLA,0.359636,Bullish
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,BAC,0.099589,Neutral
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,QCOM,0.0,Neutral
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,GS,0.099589,Neutral
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,IVZ,0.215835,Somewhat-Bullish
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,WT,0.0,Neutral
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,COIN,0.130202,Neutral
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,DJT,0.162952,Somewhat-Bullish
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,FOREX:USD,0.207163,Somewhat-Bullish
"Dow, Nasdaq Futures Race Higher As Trump Wins White House - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",https://www.benzinga.com/news/earnings/24/11/41769412/dow-nasdaq-futures-race-higher-as-trump-wins-white-house-djt-tesla-shares-surge-veteran-investor-pr,20241106T114628,U.S. stocks could witness a strong opening on Wednesday after former President Donald Trump emerged victorious after a long-drawn battle with Joe Biden and Kamala Harris. With Trump returning as the U.S.,Benzinga,0.341069,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.09635,Neutral
Looking To Make Your Crypto Moves On Election Night? Here Are The Key Metrics To Track,https://www.benzinga.com/markets/cryptocurrency/24/11/41746230/looking-to-make-your-crypto-moves-on-election-night-here-are-the-key-metrics-to-track,20241105T142322,"As the countdown for the all-important political battle between Donald Trump and Kamala Harris inches closer to a crescendo, cryptocurrency investors may be tempted to monitor crucial data on election night.",Benzinga,0.133244,Neutral,topic,Finance,1.0,,,
Looking To Make Your Crypto Moves On Election Night? Here Are The Key Metrics To Track,https://www.benzinga.com/markets/cryptocurrency/24/11/41746230/looking-to-make-your-crypto-moves-on-election-night-here-are-the-key-metrics-to-track,20241105T142322,"As the countdown for the all-important political battle between Donald Trump and Kamala Harris inches closer to a crescendo, cryptocurrency investors may be tempted to monitor crucial data on election night.",Benzinga,0.133244,Neutral,topic,Blockchain,0.769861,,,
Looking To Make Your Crypto Moves On Election Night? Here Are The Key Metrics To Track,https://www.benzinga.com/markets/cryptocurrency/24/11/41746230/looking-to-make-your-crypto-moves-on-election-night-here-are-the-key-metrics-to-track,20241105T142322,"As the countdown for the all-important political battle between Donald Trump and Kamala Harris inches closer to a crescendo, cryptocurrency investors may be tempted to monitor crucial data on election night.",Benzinga,0.133244,Neutral,topic,Financial Markets,0.495866,,,
Looking To Make Your Crypto Moves On Election Night? Here Are The Key Metrics To Track,https://www.benzinga.com/markets/cryptocurrency/24/11/41746230/looking-to-make-your-crypto-moves-on-election-night-here-are-the-key-metrics-to-track,20241105T142322,"As the countdown for the all-important political battle between Donald Trump and Kamala Harris inches closer to a crescendo, cryptocurrency investors may be tempted to monitor crucial data on election night.",Benzinga,0.133244,Neutral,ticker,,,COIN,0.095459,Neutral
Looking To Make Your Crypto Moves On Election Night? Here Are The Key Metrics To Track,https://www.benzinga.com/markets/cryptocurrency/24/11/41746230/looking-to-make-your-crypto-moves-on-election-night-here-are-the-key-metrics-to-track,20241105T142322,"As the countdown for the all-important political battle between Donald Trump and Kamala Harris inches closer to a crescendo, cryptocurrency investors may be tempted to monitor crucial data on election night.",Benzinga,0.133244,Neutral,ticker,,,SCBFF,0.072232,Neutral
Looking To Make Your Crypto Moves On Election Night? Here Are The Key Metrics To Track,https://www.benzinga.com/markets/cryptocurrency/24/11/41746230/looking-to-make-your-crypto-moves-on-election-night-here-are-the-key-metrics-to-track,20241105T142322,"As the countdown for the all-important political battle between Donald Trump and Kamala Harris inches closer to a crescendo, cryptocurrency investors may be tempted to monitor crucial data on election night.",Benzinga,0.133244,Neutral,ticker,,,FOREX:USD,0.105562,Neutral
Looking To Make Your Crypto Moves On Election Night? Here Are The Key Metrics To Track,https://www.benzinga.com/markets/cryptocurrency/24/11/41746230/looking-to-make-your-crypto-moves-on-election-night-here-are-the-key-metrics-to-track,20241105T142322,"As the countdown for the all-important political battle between Donald Trump and Kamala Harris inches closer to a crescendo, cryptocurrency investors may be tempted to monitor crucial data on election night.",Benzinga,0.133244,Neutral,ticker,,,CRYPTO:BTC,0.051176,Neutral
Looking To Make Your Crypto Moves On Election Night? Here Are The Key Metrics To Track,https://www.benzinga.com/markets/cryptocurrency/24/11/41746230/looking-to-make-your-crypto-moves-on-election-night-here-are-the-key-metrics-to-track,20241105T142322,"As the countdown for the all-important political battle between Donald Trump and Kamala Harris inches closer to a crescendo, cryptocurrency investors may be tempted to monitor crucial data on election night.",Benzinga,0.133244,Neutral,ticker,,,CRYPTO:ETH,0.035978,Neutral
Stablecoin supply alone won't pump Bitcoin markets - Ki Young Ju,https://cointelegraph.com/news/stablecoin-volume-alone-won-t-pump-bitcoin-markets-ki-young-ju,20241102T220420,Stablecoins are now primarily used to store value in countries with rapidly depreciating fiat currencies or prohibitive capital controls.,Cointelegraph,0.162573,Somewhat-Bullish,topic,Economy - Monetary,0.310843,,,
Stablecoin supply alone won't pump Bitcoin markets - Ki Young Ju,https://cointelegraph.com/news/stablecoin-volume-alone-won-t-pump-bitcoin-markets-ki-young-ju,20241102T220420,Stablecoins are now primarily used to store value in countries with rapidly depreciating fiat currencies or prohibitive capital controls.,Cointelegraph,0.162573,Somewhat-Bullish,topic,Financial Markets,0.818451,,,
Stablecoin supply alone won't pump Bitcoin markets - Ki Young Ju,https://cointelegraph.com/news/stablecoin-volume-alone-won-t-pump-bitcoin-markets-ki-young-ju,20241102T220420,Stablecoins are now primarily used to store value in countries with rapidly depreciating fiat currencies or prohibitive capital controls.,Cointelegraph,0.162573,Somewhat-Bullish,topic,Finance,1.0,,,
Stablecoin supply alone won't pump Bitcoin markets - Ki Young Ju,https://cointelegraph.com/news/stablecoin-volume-alone-won-t-pump-bitcoin-markets-ki-young-ju,20241102T220420,Stablecoins are now primarily used to store value in countries with rapidly depreciating fiat currencies or prohibitive capital controls.,Cointelegraph,0.162573,Somewhat-Bullish,topic,Blockchain,0.990678,,,
Stablecoin supply alone won't pump Bitcoin markets - Ki Young Ju,https://cointelegraph.com/news/stablecoin-volume-alone-won-t-pump-bitcoin-markets-ki-young-ju,20241102T220420,Stablecoins are now primarily used to store value in countries with rapidly depreciating fiat currencies or prohibitive capital controls.,Cointelegraph,0.162573,Somewhat-Bullish,ticker,,,COIN,0.067149,Neutral
Stablecoin supply alone won't pump Bitcoin markets - Ki Young Ju,https://cointelegraph.com/news/stablecoin-volume-alone-won-t-pump-bitcoin-markets-ki-young-ju,20241102T220420,Stablecoins are now primarily used to store value in countries with rapidly depreciating fiat currencies or prohibitive capital controls.,Cointelegraph,0.162573,Somewhat-Bullish,ticker,,,FOREX:USD,0.067149,Neutral
Stablecoin supply alone won't pump Bitcoin markets - Ki Young Ju,https://cointelegraph.com/news/stablecoin-volume-alone-won-t-pump-bitcoin-markets-ki-young-ju,20241102T220420,Stablecoins are now primarily used to store value in countries with rapidly depreciating fiat currencies or prohibitive capital controls.,Cointelegraph,0.162573,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.3745,Bullish
Coinbase Global  ( COIN )  Q3 2024 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2024/10/30/coinbase-global-coin-q3-2024-earnings-call-transcr/,20241031T031512,"COIN earnings call for the period ending September 30, 2024.",Motley Fool,0.302332,Somewhat-Bullish,topic,Economy - Monetary,0.310843,,,
Coinbase Global  ( COIN )  Q3 2024 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2024/10/30/coinbase-global-coin-q3-2024-earnings-call-transcr/,20241031T031512,"COIN earnings call for the period ending September 30, 2024.",Motley Fool,0.302332,Somewhat-Bullish,topic,Financial Markets,1.0,,,
Coinbase Global  ( COIN )  Q3 2024 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2024/10/30/coinbase-global-coin-q3-2024-earnings-call-transcr/,20241031T031512,"COIN earnings call for the period ending September 30, 2024.",Motley Fool,0.302332,Somewhat-Bullish,topic,Earnings,1.0,,,
Coinbase Global  ( COIN )  Q3 2024 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2024/10/30/coinbase-global-coin-q3-2024-earnings-call-transcr/,20241031T031512,"COIN earnings call for the period ending September 30, 2024.",Motley Fool,0.302332,Somewhat-Bullish,topic,Mergers & Acquisitions,0.890401,,,
Coinbase Global  ( COIN )  Q3 2024 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2024/10/30/coinbase-global-coin-q3-2024-earnings-call-transcr/,20241031T031512,"COIN earnings call for the period ending September 30, 2024.",Motley Fool,0.302332,Somewhat-Bullish,topic,Finance,1.0,,,
Coinbase Global  ( COIN )  Q3 2024 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2024/10/30/coinbase-global-coin-q3-2024-earnings-call-transcr/,20241031T031512,"COIN earnings call for the period ending September 30, 2024.",Motley Fool,0.302332,Somewhat-Bullish,topic,Blockchain,1.0,,,
Coinbase Global  ( COIN )  Q3 2024 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2024/10/30/coinbase-global-coin-q3-2024-earnings-call-transcr/,20241031T031512,"COIN earnings call for the period ending September 30, 2024.",Motley Fool,0.302332,Somewhat-Bullish,ticker,,,BCS,0.0,Neutral
Coinbase Global  ( COIN )  Q3 2024 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2024/10/30/coinbase-global-coin-q3-2024-earnings-call-transcr/,20241031T031512,"COIN earnings call for the period ending September 30, 2024.",Motley Fool,0.302332,Somewhat-Bullish,ticker,,,C,0.101816,Neutral
Coinbase Global  ( COIN )  Q3 2024 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2024/10/30/coinbase-global-coin-q3-2024-earnings-call-transcr/,20241031T031512,"COIN earnings call for the period ending September 30, 2024.",Motley Fool,0.302332,Somewhat-Bullish,ticker,,,BAC,0.096735,Neutral
